,Date,Date_x,Demand,Price,Time,Hour,Minute,Month,Quarter,Day,Location,Date_y,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa),9am wind speed (km/h) - 2
90,2023-01-30,2023-01-30 18:30:00,5406.49,119.97,2023-01-30 18:30:00,18,30,1,1,30,"Melbourne (Olympic Park), Victoria",2023-01-30,17.9,21.7,0.0,S,33.0,15:47,18.3,71,S,9,1014.7,20.4,63.0,S,13.0,1012.2,9.0
91,2023-01-31,2023-01-31 19:00:00,5521.37,160.7,2023-01-31 19:00:00,19,0,1,1,31,"Melbourne (Olympic Park), Victoria",2023-01-31,15.6,22.2,0.0,S,30.0,16:00,18.7,67,SE,7,1009.8,21.1,51.0,SSW,13.0,1007.5,7.0
92,2023-02-01,2023-02-01 19:30:00,5270.01,157.32,2023-02-01 19:30:00,19,30,2,1,1,"Melbourne (Olympic Park), Victoria",2023-02-01,14.9,21.0,0.0,SSW,39.0,10:42,18.1,61,WSW,7,1006.7,18.2,65.0,SSW,13.0,1006.6,7.0
93,2023-02-02,2023-02-02 17:00:00,5188.93,-44.45,2023-02-02 17:00:00,17,0,2,1,2,"Melbourne (Olympic Park), Victoria",2023-02-02,14.2,21.3,0.2,NNW,56.0,13:11,15.6,47,NW,11,998.1,20.2,39.0,NNW,28.0,990.3,11.0
94,2023-02-03,2023-02-03 06:30:00,5228.77,8.94,2023-02-03 06:30:00,6,30,2,1,3,"Melbourne (Olympic Park), Victoria",2023-02-03,11.4,18.8,11.2,WSW,41.0,15:42,13.4,61,NNW,20,993.2,17.7,44.0,SW,11.0,993.7,20.0
95,2023-02-04,2023-02-04 20:00:00,4693.92,119.17,2023-02-04 20:00:00,20,0,2,1,4,"Melbourne (Olympic Park), Victoria",2023-02-04,11.7,20.7,6.6,SSW,31.0,12:35,14.8,86,WNW,11,1004.0,19.6,58.0,SSW,11.0,1008.3,11.0
96,2023-02-05,2023-02-05 20:00:00,4911.96,107.91,2023-02-05 20:00:00,20,0,2,1,5,"Melbourne (Olympic Park), Victoria",2023-02-05,13.8,19.8,1.2,SSE,26.0,9:53,16.5,69,W,6,1017.4,19.0,59.0,S,7.0,1017.7,6.0
97,2023-02-06,2023-02-06 19:00:00,5244.62,149.97,2023-02-06 19:00:00,19,0,2,1,6,"Melbourne (Olympic Park), Victoria",2023-02-06,16.0,20.9,0.0,SSW,28.0,17:42,16.8,75,W,9,1020.5,19.4,60.0,S,13.0,1020.2,9.0
98,2023-02-07,2023-02-07 19:00:00,5189.88,119.97,2023-02-07 19:00:00,19,0,2,1,7,"Melbourne (Olympic Park), Victoria",2023-02-07,16.6,20.4,0.0,SSW,37.0,13:17,17.5,64,SSE,11,1020.0,19.8,60.0,SSW,15.0,1018.2,11.0
99,2023-02-08,2023-02-08 19:00:00,5446.86,152.23,2023-02-08 19:00:00,19,0,2,1,8,"Melbourne (Olympic Park), Victoria",2023-02-08,15.0,22.2,0.0,S,33.0,16:28,17.6,64,S,7,1017.3,20.2,64.0,SSW,15.0,1014.8,7.0
100,2023-02-09,2023-02-09 18:30:00,6294.21,202.45,2023-02-09 18:30:00,18,30,2,1,9,"Melbourne (Olympic Park), Victoria",2023-02-09,13.2,26.4,0.2,SSW,26.0,12:49,17.5,79,ENE,7,1010.9,25.1,56.0,SSW,13.0,1007.4,7.0
101,2023-02-10,2023-02-10 18:30:00,6317.41,146.96,2023-02-10 18:30:00,18,30,2,1,10,"Melbourne (Olympic Park), Victoria",2023-02-10,16.2,26.7,0.0,SSW,28.0,16:02,19.0,85, ,Calm,1007.3,24.3,61.0,SSW,15.0,1004.2,0.0
102,2023-02-11,2023-02-11 18:00:00,5232.1,-3.55,2023-02-11 18:00:00,18,0,2,1,11,"Melbourne (Olympic Park), Victoria",2023-02-11,15.8,25.7,0.0,SSW,41.0,13:40,20.2,79, ,Calm,1000.5,22.3,65.0,SSW,22.0,1001.9,0.0
103,2023-02-12,2023-02-12 19:30:00,4720.67,108.99,2023-02-12 19:30:00,19,30,2,1,12,"Melbourne (Olympic Park), Victoria",2023-02-12,17.3,20.7,0.0,S,46.0,13:27,18.6,65,WSW,9,1010.0,19.9,47.0,S,17.0,1012.3,9.0
104,2023-02-13,2023-02-13 19:00:00,5189.6,96.49,2023-02-13 19:00:00,19,0,2,1,13,"Melbourne (Olympic Park), Victoria",2023-02-13,15.8,20.9,0.0,SSW,37.0,15:02,17.1,55,SSE,13,1015.1,19.9,55.0,SSW,15.0,1014.3,13.0
104,2023-02-13,2023-03-24 08:30:00,5189.6,73.5,2023-03-24 08:30:00,8,30,3,1,24,"Melbourne (Olympic Park), Victoria",2023-02-13,15.8,20.9,0.0,SSW,37.0,15:02,17.1,55,SSE,13,1015.1,19.9,55.0,SSW,15.0,1014.3,13.0
105,2023-02-14,2023-02-14 18:30:00,5241.34,144.28,2023-02-14 18:30:00,18,30,2,1,14,"Melbourne (Olympic Park), Victoria",2023-02-14,12.0,22.2,0.0,SSW,37.0,14:26,17.1,67,ESE,9,1015.7,21.2,52.0,SSW,17.0,1013.8,9.0
106,2023-02-15,2023-02-15 18:00:00,6967.6,301.98,2023-02-15 18:00:00,18,0,2,1,15,"Melbourne (Olympic Park), Victoria",2023-02-15,12.6,32.4,0.0,N,31.0,9:13,17.2,71,NNE,7,1013.9,31.4,31.0,WNW,11.0,1011.1,7.0
107,2023-02-16,2023-02-16 16:30:00,8476.51,649.73,2023-02-16 16:30:00,16,30,2,1,16,"Melbourne (Olympic Park), Victoria",2023-02-16,17.1,37.2,0.0,NNW,33.0,10:36,23.1,55,NE,9,1013.3,35.4,24.0,NNE,7.0,1010.3,9.0
108,2023-02-17,2023-02-17 15:00:00,8343.03,149.36,2023-02-17 15:00:00,15,0,2,1,17,"Melbourne (Olympic Park), Victoria",2023-02-17,22.8,40.5,0.0,NNW,46.0,13:58,29.9,33,N,19,1010.0,39.6,16.0,NNW,22.0,1005.9,19.0
109,2023-02-18,2023-02-18 18:30:00,5285.38,165.08,2023-02-18 18:30:00,18,30,2,1,18,"Melbourne (Olympic Park), Victoria",2023-02-18,17.4,24.9,0.0,SSW,31.0,16:47,18.1,68,SSW,9,1014.3,22.7,50.0,SSW,9.0,1015.2,9.0
110,2023-02-19,2023-02-19 18:00:00,5892.43,179.5,2023-02-19 18:00:00,18,0,2,1,19,"Melbourne (Olympic Park), Victoria",2023-02-19,14.9,27.9,0.0,S,30.0,17:45,19.3,71,SE,4,1019.0,25.5,35.0,SSW,9.0,1017.5,4.0
111,2023-02-20,2023-02-20 18:00:00,6210.87,179.5,2023-02-20 18:00:00,18,0,2,1,20,"Melbourne (Olympic Park), Victoria",2023-02-20,14.9,24.0,0.0,SSW,30.0,15:18,18.6,83, ,Calm,1020.3,23.4,60.0,SSW,11.0,1020.7,0.0
112,2023-02-21,2023-02-21 07:00:00,5395.37,79.73,2023-02-21 07:00:00,7,0,2,1,21,"Melbourne (Olympic Park), Victoria",2023-02-21,17.7,22.2,0.0,SSE,39.0,15:40,18.3,70,SSE,13,1027.5,21.5,40.0,SSE,13.0,1027.8,13.0
113,2023-02-22,2023-02-22 18:00:00,6547.87,182.38,2023-02-22 18:00:00,18,0,2,1,22,"Melbourne (Olympic Park), Victoria",2023-02-22,14.6,30.6,0.0,SSE,33.0,17:13,17.6,67, ,Calm,1024.8,27.3,44.0,SSW,13.0,1021.2,0.0
114,2023-02-23,2023-02-23 18:00:00,7426.8,163.06,2023-02-23 18:00:00,18,0,2,1,23,"Melbourne (Olympic Park), Victoria",2023-02-23,17.5,32.4,0.0,N,44.0,8:11,21.6,45,N,22,1021.1,30.4,32.0,NNE,13.0,1018.7,22.0
115,2023-02-24,2023-02-24 18:00:00,7483.36,168.25,2023-02-24 18:00:00,18,0,2,1,24,"Melbourne (Olympic Park), Victoria",2023-02-24,19.6,32.3,0.0,NNW,46.0,12:16,23.1,48,N,19,1017.6,30.6,30.0,N,22.0,1014.1,19.0
116,2023-02-25,2023-02-25 17:30:00,5261.85,94.87,2023-02-25 17:30:00,17,30,2,1,25,"Melbourne (Olympic Park), Victoria",2023-02-25,22.2,26.7,0.0,N,28.0,5:48,25.0,37,N,17,1012.4,24.4,43.0,WSW,9.0,1012.1,17.0
117,2023-02-26,2023-02-26 19:00:00,5127.84,149.5,2023-02-26 19:00:00,19,0,2,1,26,"Melbourne (Olympic Park), Victoria",2023-02-26,15.7,23.4,1.4,SSW,30.0,14:39,17.1,68, ,Calm,1012.5,22.2,54.0,S,9.0,1011.4,0.0
118,2023-02-27,2023-02-27 18:30:00,5466.32,151.74,2023-02-27 18:30:00,18,30,2,1,27,"Melbourne (Olympic Park), Victoria",2023-02-27,16.3,20.2,2.6,SSW,33.0,12:31,17.9,77,S,13,1015.4,18.9,72.0,S,11.0,1015.9,13.0
119,2023-02-28,2023-02-28 17:00:00,5652.15,86.14,2023-02-28 17:00:00,17,0,2,1,28,"Melbourne (Olympic Park), Victoria",2023-02-28,16.5,17.6,0.2,SSW,28.0,18:46,17.1,72,SSE,6,1013.1,16.0,97.0,SSW,9.0,1011.4,6.0
120,2023-03-01,2023-03-01 06:30:00,5329.0,117.02,2023-03-01 06:30:00,6,30,3,1,1,"Melbourne (Olympic Park), Victoria",2023-03-01,14.3,21.1,3.2,SSW,28.0,10:36,14.9,94,W,7,1013.3,20.7,61.0,SSW,9.0,1013.2,7.0
121,2023-03-02,2023-03-02 07:00:00,5414.26,92.9,2023-03-02 07:00:00,7,0,3,1,2,"Melbourne (Olympic Park), Victoria",2023-03-02,14.5,21.7,0.8,SSW,26.0,14:14,16.1,73,WSW,9,1014.8,21.2,59.0,SW,9.0,1014.3,9.0
122,2023-03-03,2023-03-03 07:00:00,5198.45,79.48,2023-03-03 07:00:00,7,0,3,1,3,"Melbourne (Olympic Park), Victoria",2023-03-03,15.5,19.8,0.2,SSW,35.0,13:07,16.6,65,SE,13,1018.9,18.6,54.0,SSW,24.0,1017.3,13.0
123,2023-03-04,2023-03-04 17:30:00,5664.94,128.02,2023-03-04 17:30:00,17,30,3,1,4,"Melbourne (Olympic Park), Victoria",2023-03-04,14.1,31.4,0.0,NNE,31.0,13:21,16.8,76,NE,7,1013.3,30.2,36.0,NNW,15.0,1008.0,7.0
124,2023-03-05,2023-03-05 16:30:00,6164.24,89.88,2023-03-05 16:30:00,16,30,3,1,5,"Melbourne (Olympic Park), Victoria",2023-03-05,16.5,32.9,0.0,NNW,44.0,10:18,23.2,57,N,13,1003.9,29.2,31.0,SSW,6.0,1000.8,13.0
125,2023-03-06,2023-03-06 19:30:00,5363.66,41.14,2023-03-06 19:30:00,19,30,3,1,6,"Melbourne (Olympic Park), Victoria",2023-03-06,15.5,25.3,5.6,NNW,50.0,9:54,17.4,63,NW,13,1004.9,24.0,37.0,NW,11.0,1003.0,13.0
126,2023-03-07,2023-03-07 18:30:00,5263.4,86.47,2023-03-07 18:30:00,18,30,3,1,7,"Melbourne (Olympic Park), Victoria",2023-03-07,15.4,23.2,0.0,NNW,50.0,15:08,16.7,55,NNW,15,1006.7,21.3,39.0,NW,15.0,1003.9,15.0
127,2023-03-08,2023-03-08 07:00:00,5378.45,84.83,2023-03-08 07:00:00,7,0,3,1,8,"Melbourne (Olympic Park), Victoria",2023-03-08,12.3,19.4,1.0,NW,48.0,23:33,13.4,62,NW,11,1007.3,18.2,35.0,W,9.0,1006.6,11.0
128,2023-03-09,2023-03-09 06:30:00,5505.32,128.02,2023-03-09 06:30:00,6,30,3,1,9,"Melbourne (Olympic Park), Victoria",2023-03-09,12.9,22.1,0.0,W,31.0,9:34,14.5,63,WNW,7,1012.0,20.2,52.0,S,9.0,1011.9,7.0
129,2023-03-10,2023-03-10 07:00:00,5534.52,96.86,2023-03-10 07:00:00,7,0,3,1,10,"Melbourne (Olympic Park), Victoria",2023-03-10,14.5,24.0,0.0,SSE,28.0,19:41,17.1,68,NW,6,1017.0,22.5,51.0,SSW,11.0,1014.5,6.0
130,2023-03-11,2023-03-11 18:00:00,4924.36,28.93,2023-03-11 18:00:00,18,0,3,1,11,"Melbourne (Olympic Park), Victoria",2023-03-11,13.3,24.7,0.0,SSW,31.0,16:49,16.4,86, ,Calm,1014.4,24.0,47.0,SSW,13.0,1011.9,0.0
131,2023-03-12,2023-02-13 06:00:00,4727.77,149.97,2023-02-13 06:00:00,6,0,2,1,13,"Melbourne (Olympic Park), Victoria",2023-03-12,15.5,20.7,0.0,SSW,37.0,14:44,17.4,67,SSE,9,1014.8,19.6,58.0,SSW,17.0,1015.4,9.0
131,2023-03-12,2023-03-04 22:30:00,4727.77,117.29,2023-03-04 22:30:00,22,30,3,1,4,"Melbourne (Olympic Park), Victoria",2023-03-12,15.5,20.7,0.0,SSW,37.0,14:44,17.4,67,SSE,9,1014.8,19.6,58.0,SSW,17.0,1015.4,9.0
131,2023-03-12,2023-03-12 19:00:00,4727.77,82.43,2023-03-12 19:00:00,19,0,3,1,12,"Melbourne (Olympic Park), Victoria",2023-03-12,15.5,20.7,0.0,SSW,37.0,14:44,17.4,67,SSE,9,1014.8,19.6,58.0,SSW,17.0,1015.4,9.0
132,2023-03-13,2023-03-13 18:00:00,5011.76,120.04,2023-03-13 18:00:00,18,0,3,1,13,"Melbourne (Olympic Park), Victoria",2023-03-13,11.7,22.4,0.0,S,30.0,15:34,16.4,68,S,7,1018.2,21.3,55.0,SSW,13.0,1016.6,7.0
133,2023-03-14,2023-03-14 17:30:00,6333.33,165.69,2023-03-14 17:30:00,17,30,3,1,14,"Melbourne (Olympic Park), Victoria",2023-03-14,15.9,30.5,0.0,NNW,31.0,9:23,17.6,81,NNE,9,1016.5,30.3,34.0,N,13.0,1012.8,9.0
134,2023-03-15,2023-03-15 18:00:00,6030.0,85.32,2023-03-15 18:00:00,18,0,3,1,15,"Melbourne (Olympic Park), Victoria",2023-03-15,17.6,22.9,0.0,SSW,24.0,14:28,19.0,81,SSW,6,1013.8,21.6,69.0,SSW,11.0,1010.3,6.0
135,2023-03-16,2023-03-16 17:00:00,5945.86,0.02,2023-03-16 17:00:00,17,0,3,1,16,"Melbourne (Olympic Park), Victoria",2023-03-16,17.3,28.5,0.0,WSW,39.0,20:28,18.6,63,W,11,1010.0,27.6,40.0,WSW,13.0,1007.4,11.0
136,2023-03-17,2023-03-17 18:00:00,5697.14,299.5,2023-03-17 18:00:00,18,0,3,1,17,"Melbourne (Olympic Park), Victoria",2023-03-17,15.8,24.6,2.6,SSW,28.0,23:34,16.8,64,W,7,1016.6,22.6,41.0,S,9.0,1014.7,7.0
137,2023-03-18,2023-03-18 16:30:00,5886.16,57.11,2023-03-18 16:30:00,16,30,3,1,18,"Melbourne (Olympic Park), Victoria",2023-03-18,14.6,36.2,0.0,N,52.0,10:56,23.1,43,N,13,1011.4,32.0,27.0,N,17.0,1008.9,13.0
138,2023-03-19,2023-03-19 18:00:00,4908.0,26.08,2023-03-19 18:00:00,18,0,3,1,19,"Melbourne (Olympic Park), Victoria",2023-03-19,17.3,19.0,0.0,SSW,28.0,18:58,17.4,74,SSE,7,1019.7,18.1,70.0,S,11.0,1020.1,7.0
139,2023-03-20,2023-03-20 18:30:00,5161.59,78.58,2023-03-20 18:30:00,18,30,3,1,20,"Melbourne (Olympic Park), Victoria",2023-03-20,14.9,20.8,0.0,SSW,41.0,14:29,15.7,56,SE,17,1027.8,20.3,42.0,S,15.0,1026.5,17.0
140,2023-03-21,2023-03-21 17:00:00,5672.06,112.97,2023-03-21 17:00:00,17,0,3,1,21,"Melbourne (Olympic Park), Victoria",2023-03-21,11.7,19.4,0.0,ESE,17.0,23:20,13.5,70,NNE,6,1025.7,18.4,65.0,NE,7.0,1022.7,6.0
141,2023-03-22,2023-02-17 21:00:00,5611.71,119.97,2023-02-17 21:00:00,21,0,2,1,17,"Melbourne (Olympic Park), Victoria",2023-03-22,13.5,22.8,1.6,SSW,24.0,15:01,17.3,86,NE,2,1021.0,21.8,65.0,S,13.0,1019.1,2.0
141,2023-03-22,2023-03-22 18:00:00,5611.71,130.04,2023-03-22 18:00:00,18,0,3,1,22,"Melbourne (Olympic Park), Victoria",2023-03-22,13.5,22.8,1.6,SSW,24.0,15:01,17.3,86,NE,2,1021.0,21.8,65.0,S,13.0,1019.1,2.0
142,2023-03-23,2023-03-23 17:30:00,5580.42,162.02,2023-03-23 17:30:00,17,30,3,1,23,"Melbourne (Olympic Park), Victoria",2023-03-23,15.3,22.6,10.2,WNW,24.0,7:36,16.5,100,S,9,1017.6,21.4,68.0,SSW,9.0,1015.6,9.0
143,2023-03-24,2023-03-24 07:00:00,5311.36,109.12,2023-03-24 07:00:00,7,0,3,1,24,"Melbourne (Olympic Park), Victoria",2023-03-24,16.1,21.6,1.4,SSE,31.0,10:11,17.3,74,SSE,7,1019.6,19.2,55.0,S,13.0,1019.0,7.0
144,2023-03-25,2023-03-25 19:00:00,4803.8,86.99,2023-03-25 19:00:00,19,0,3,1,25,"Melbourne (Olympic Park), Victoria",2023-03-25,11.6,19.6,0.2,S,33.0,15:49,15.7,69,SE,9,1021.7,18.9,55.0,S,13.0,1019.1,9.0
145,2023-03-26,2023-03-26 18:30:00,5087.42,261.84,2023-03-26 18:30:00,18,30,3,1,26,"Melbourne (Olympic Park), Victoria",2023-03-26,10.7,19.9,0.0,S,20.0,15:36,14.0,74, ,Calm,1017.5,19.1,63.0,SSW,6.0,1014.4,0.0
146,2023-03-27,2023-03-27 18:00:00,5652.06,290.3,2023-03-27 18:00:00,18,0,3,1,27,"Melbourne (Olympic Park), Victoria",2023-03-27,13.9,18.3,0.0,N,26.0,16:15,16.0,84,NNW,9,1013.1,17.6,81.0,N,11.0,1010.5,9.0
147,2023-03-28,2023-03-28 07:00:00,5595.69,299.5,2023-03-28 07:00:00,7,0,3,1,28,"Melbourne (Olympic Park), Victoria",2023-03-28,15.5,20.9,8.0,SSW,24.0,14:56,16.7,95, ,Calm,1012.4,20.2,69.0,S,11.0,1009.9,0.0
148,2023-03-29,2023-03-29 07:00:00,5432.76,128.36,2023-03-29 07:00:00,7,0,3,1,29,"Melbourne (Olympic Park), Victoria",2023-03-29,14.9,18.5,5.8,S,43.0,16:48,14.9,91,SSW,7,1009.3,17.9,60.0,SSW,17.0,1008.6,7.0
149,2023-03-30,2023-03-30 07:00:00,5586.02,326.08,2023-03-30 07:00:00,7,0,3,1,30,"Melbourne (Olympic Park), Victoria",2023-03-30,12.4,19.1,8.2,WSW,31.0,0:23,14.3,69,W,9,1011.0,18.4,57.0,SSW,13.0,1010.1,9.0
150,2023-03-31,2023-03-31 07:00:00,5508.82,157.2,2023-03-31 07:00:00,7,0,3,1,31,"Melbourne (Olympic Park), Victoria",2023-03-31,14.1,19.4,0.0,S,33.0,14:53,15.2,71,WNW,6,1013.2,19.0,67.0,SSW,13.0,1012.6,6.0
151,2023-04-01,2023-04-01 19:00:00,5192.96,118.53,2023-04-01 19:00:00,19,0,4,2,1,"Melbourne (Olympic Park), Victoria",2023-04-01,11.3,16.4,4.6,SSE,33.0,9:22,13.3,74,SE,9,1019.5,14.6,62.0,SSW,13.0,1019.9,9.0
152,2023-04-02,2023-04-02 18:30:00,5293.32,275.84,2023-04-02 18:30:00,18,30,4,2,2,"Melbourne (Olympic Park), Victoria",2023-04-02,8.7,18.3,0.2,S,22.0,12:58,13.3,68,NE,6,1022.0,17.8,54.0,SSW,11.0,1019.4,6.0
153,2023-04-03,2023-04-03 18:30:00,5848.56,284.93,2023-04-03 18:30:00,18,30,4,2,3,"Melbourne (Olympic Park), Victoria",2023-04-03,8.8,22.6,0.0,SSW,19.0,14:58,13.3,78,NE,7,1020.4,20.7,63.0,SSW,11.0,1016.5,7.0
154,2023-04-04,2023-04-04 18:30:00,5662.01,272.77,2023-04-04 18:30:00,18,30,4,2,4,"Melbourne (Olympic Park), Victoria",2023-04-04,12.0,21.7,0.0,SSW,28.0,15:07,16.6,81,N,7,1019.3,20.7,73.0,SSW,11.0,1016.3,7.0
155,2023-04-05,2023-04-05 18:00:00,5731.1,299.5,2023-04-05 18:00:00,18,0,4,2,5,"Melbourne (Olympic Park), Victoria",2023-04-05,13.8,18.4,0.0,SSW,22.0,14:31,16.8,76,SSE,2,1018.8,18.0,68.0,S,9.0,1016.4,2.0
156,2023-04-06,2023-04-06 18:00:00,5516.27,169.09,2023-04-06 18:00:00,18,0,4,2,6,"Melbourne (Olympic Park), Victoria",2023-04-06,13.4,26.3,0.0,NNW,43.0,12:31,17.0,79,NE,6,1012.3,24.2,40.0,N,17.0,1007.4,6.0
157,2023-04-07,2023-04-07 18:30:00,4968.37,54.54,2023-04-07 18:30:00,18,30,4,2,7,"Melbourne (Olympic Park), Victoria",2023-04-07,16.1,19.9,4.4,N,41.0,12:40,17.9,71,NNW,13,999.3,18.0,62.0,NNW,17.0,997.3,13.0
158,2023-04-08,2023-04-08 18:30:00,5123.7,82.97,2023-04-08 18:30:00,18,30,4,2,8,"Melbourne (Olympic Park), Victoria",2023-04-08,13.7,18.0,11.2,SW,35.0,0:01,14.9,79,W,13,1006.1,15.0,76.0,SSW,15.0,1005.7,13.0
159,2023-04-09,2023-04-09 18:30:00,5361.89,95.98,2023-04-09 18:30:00,18,30,4,2,9,"Melbourne (Olympic Park), Victoria",2023-04-09,10.5,15.5,7.8,SSW,43.0,14:27,11.7,84,W,9,1012.5,14.1,60.0,SSW,17.0,1012.8,9.0
160,2023-04-10,2023-04-10 18:30:00,5786.38,262.97,2023-04-10 18:30:00,18,30,4,2,10,"Melbourne (Olympic Park), Victoria",2023-04-10,10.1,15.2,14.8,S,35.0,10:47,13.4,70,S,15,1014.5,14.9,64.0,SSW,13.0,1013.4,15.0
161,2023-04-11,2023-04-11 18:30:00,5826.37,145.35,2023-04-11 18:30:00,18,30,4,2,11,"Melbourne (Olympic Park), Victoria",2023-04-11,11.9,19.1,6.0,SSW,19.0,13:33,14.7,81,ESE,2,1016.0,18.8,61.0,S,9.0,1010.9,2.0
162,2023-04-12,2023-04-12 18:00:00,5802.04,268.48,2023-04-12 18:00:00,18,0,4,2,12,"Melbourne (Olympic Park), Victoria",2023-04-12,12.6,19.3,7.0,N,41.0,11:58,13.3,88,N,13,1004.8,18.6,64.0,N,20.0,1004.3,13.0
163,2023-04-13,2023-04-13 18:30:00,5679.0,241.01,2023-04-13 18:30:00,18,30,4,2,13,"Melbourne (Olympic Park), Victoria",2023-04-13,11.2,22.8,4.4,E,28.0,13:57,15.3,89,SSW,4,1015.7,22.2,52.0,E,11.0,1015.2,4.0
164,2023-04-14,2023-04-14 18:30:00,5484.4,120.34,2023-04-14 18:30:00,18,30,4,2,14,"Melbourne (Olympic Park), Victoria",2023-04-14,10.8,25.4,0.0,NNW,20.0,14:57,14.1,93,NE,9,1015.5,24.5,44.0,N,11.0,1010.0,9.0
165,2023-04-15,2023-04-15 18:00:00,5396.95,272.53,2023-04-15 18:00:00,18,0,4,2,15,"Melbourne (Olympic Park), Victoria",2023-04-15,13.8,21.2,0.0,NNW,54.0,9:50,20.6,51,N,20,1001.1,18.5,69.0,N,15.0,999.5,20.0
166,2023-04-16,2023-04-16 18:30:00,5492.13,181.0,2023-04-16 18:30:00,18,30,4,2,16,"Melbourne (Olympic Park), Victoria",2023-04-16,12.1,17.2,38.4,SSW,35.0,12:53,12.7,93,WSW,9,1004.3,16.4,68.0,SSW,9.0,1009.5,9.0
167,2023-04-17,2023-04-17 18:30:00,6023.9,299.5,2023-04-17 18:30:00,18,30,4,2,17,"Melbourne (Olympic Park), Victoria",2023-04-17,8.7,20.7,2.0,N,24.0,11:00,14.8,66,N,7,1022.7,19.6,57.0,WSW,2.0,1021.9,7.0
168,2023-04-18,2023-04-18 18:00:00,5609.36,299.5,2023-04-18 18:00:00,18,0,4,2,18,"Melbourne (Olympic Park), Victoria",2023-04-18,13.4,22.8,0.0,NNW,35.0,14:45,16.8,70,NNE,7,1023.6,22.3,48.0,NNW,17.0,1019.1,7.0
169,2023-04-19,2023-04-19 18:00:00,6042.88,282.13,2023-04-19 18:00:00,18,0,4,2,19,"Melbourne (Olympic Park), Victoria",2023-04-19,14.4,17.5,1.2,SW,28.0,11:32,14.8,66,WSW,9,1022.0,15.8,53.0,SSW,9.0,1022.1,9.0
170,2023-04-20,2023-04-20 18:30:00,6084.21,314.62,2023-04-20 18:30:00,18,30,4,2,20,"Melbourne (Olympic Park), Victoria",2023-04-20,7.8,18.5,0.0,SSW,17.0,12:47,12.4,72,NNE,7,1026.8,17.5,58.0,SW,4.0,1025.5,7.0
171,2023-04-21,2023-04-21 18:30:00,5903.6,309.23,2023-04-21 18:30:00,18,30,4,2,21,"Melbourne (Olympic Park), Victoria",2023-04-21,11.3,19.0,0.0,SSW,13.0,10:48,14.8,78,NE,6,1030.5,18.6,64.0,SSE,2.0,1029.2,6.0
172,2023-04-22,2023-04-22 18:30:00,5313.61,126.85,2023-04-22 18:30:00,18,30,4,2,22,"Melbourne (Olympic Park), Victoria",2023-04-22,14.6,19.2,0.0,SSW,22.0,16:09,15.2,84,SW,6,1031.9,18.8,64.0,SSW,11.0,1029.7,6.0
173,2023-04-23,2023-04-23 18:30:00,5361.47,177.22,2023-04-23 18:30:00,18,30,4,2,23,"Melbourne (Olympic Park), Victoria",2023-04-23,14.8,19.0,0.0,SSW,26.0,15:45,16.7,79,SSE,7,1034.4,17.8,71.0,SSW,13.0,1032.4,7.0
